date,datetime,channel,house_number,promo_title,observed_effectiveness_score,best_possible_score,uplift_if_optimised,should_move,recommended_position,recommended_offset_minutes,advice_text
2021-03-31,2021-03-31 08:37:42,Viasat History CEE,VW02730,Queen Victoria's Letters: A Monarch - Thurs @ 2150,39.8,41.5,1.7,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-03-31,2021-03-31 08:38:12,Viasat History CEE,VW02717,Europe's Last Warrior Kings - Wed @ 2100,35.43,41.5,6.07,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-03-31,2021-03-31 08:38:42,Viasat History CEE,IWHIS134,Animated Ident 2 - Pushkin HD cutdown 10,37.2,41.5,4.3,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-03-31,2021-03-31 08:38:52,Viasat History CEE,VWOPIN,EXPHIS/EVENT BLACK OPT-IN,37.56,38.5,0.94,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-03-31,2021-03-31 08:50:39,Viasat History CEE,,Promotion,,,,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-03-31,2021-03-31 08:50:39,Viasat History CEE,VWOPOUT,EXPHIS/EVENT BLACK OPT-OUT,32.51,36.9,4.39,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-03-31,2021-03-31 08:50:40,Viasat History CEE,VW02684,Annihilation: The Destruction - Tonight @ 2250,29.23,31.62,2.39,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-03-31,2021-03-31 08:50:55,Viasat History CEE,VW02733,Alexander's Lost World - Tue @ 2100,35.0,39.9,4.9,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-03-31,2021-03-31 08:51:25,Viasat History CEE,VW02730,Queen Victoria's Letters: A Monarch - Thurs @ 2150,34.84,39.9,5.06,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-03-31,2021-03-31 08:51:55,Viasat History CEE,VW02717,Europe's Last Warrior Kings - Wed @ 2100,30.38,39.9,9.52,1,move_to_early_prime,30,Placement likely underperforms; move closer to programme lead-in or break start.
2021-03-31,2021-03-31 08:52:25,Viasat History CEE,IWHIS134,Animated Ident 2 - Pushkin HD cutdown 10,36.42,39.9,3.48,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-03-31,2021-03-31 08:52:35,Viasat History CEE,VWOPIN,EXPHIS/EVENT BLACK OPT-IN,28.93,36.9,7.97,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-03-31,2021-03-31 09:14:54,Viasat History CEE,,Promotion,,,,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-03-31,2021-03-31 09:14:54,Viasat History CEE,VWOPOUT,EXPHIS/EVENT BLACK OPT-OUT,34.59,35.3,0.71,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-03-31,2021-03-31 09:14:55,Viasat History CEE,VW02684,Annihilation: The Destruction - Tonight @ 2250,0.0,27.26,27.26,1,move_to_early_prime,30,Placement likely underperforms; move closer to programme lead-in or break start.
2021-03-31,2021-03-31 09:15:10,Viasat History CEE,VW02733,Alexander's Lost World - Tue @ 2100,32.02,38.3,6.28,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-03-31,2021-03-31 09:15:40,Viasat History CEE,VW02730,Queen Victoria's Letters: A Monarch - Thurs @ 2150,33.17,38.3,5.13,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-03-31,2021-03-31 09:16:10,Viasat History CEE,VW02717,Europe's Last Warrior Kings - Wed @ 2100,28.37,38.3,9.93,1,move_to_early_prime,30,Placement likely underperforms; move closer to programme lead-in or break start.
2021-03-31,2021-03-31 09:16:40,Viasat History CEE,IWHIS134,Animated Ident 2 - Pushkin HD cutdown 10,34.6,38.3,3.7,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-03-31,2021-03-31 09:16:50,Viasat History CEE,VWOPIN,EXPHIS/EVENT BLACK OPT-IN,30.32,35.3,4.98,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-01,2021-04-01 06:00:00,Viasat History CEE,IWHIS132,Animated Ident 1 - Napoleon HD cutdown 10,23.8,29.59,5.79,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-01,2021-04-01 06:46:09,Viasat History CEE,,Promotion,,,,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-01,2021-04-01 06:46:09,Viasat History CEE,VWOPOUT,EXPHIS/EVENT BLACK OPT-OUT,20.14,26.6,6.46,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-01,2021-04-01 06:46:10,Viasat History CEE,VW02684,Annihilation: The Destruction - Tonight @ 2250,15.45,21.31,5.86,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-01,2021-04-01 06:46:25,Viasat History CEE,VW02733,Alexander's Lost World - Tue @ 2100,19.1,29.59,10.49,1,move_to_early_prime,30,Placement likely underperforms; move closer to programme lead-in or break start.
2021-04-01,2021-04-01 06:46:55,Viasat History CEE,VW02730,Queen Victoria's Letters: A Monarch - Thurs @ 2150,0.0,26.83,26.83,1,move_to_early_prime,30,Placement likely underperforms; move closer to programme lead-in or break start.
2021-04-01,2021-04-01 06:47:25,Viasat History CEE,VW02717,Europe's Last Warrior Kings - Wed @ 2100,24.66,29.59,4.93,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-01,2021-04-01 06:47:55,Viasat History CEE,IWHIS134,Animated Ident 2 - Pushkin HD cutdown 10,16.7,29.59,12.89,1,move_to_early_prime,30,Placement likely underperforms; move closer to programme lead-in or break start.
2021-04-01,2021-04-01 06:48:05,Viasat History CEE,VWOPIN,EXPHIS/EVENT BLACK OPT-IN,18.28,26.6,8.32,1,move_to_early_prime,30,Placement likely underperforms; move closer to programme lead-in or break start.
2021-04-01,2021-04-01 07:04:33,Viasat History CEE,,Promotion,,,,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-01,2021-04-01 07:04:33,Viasat History CEE,VWOPOUT,EXPHIS/EVENT BLACK OPT-OUT,17.5,25.0,7.5,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-01,2021-04-01 07:04:34,Viasat History CEE,VW02684,Annihilation: The Destruction - Tonight @ 2250,10.37,19.71,9.34,1,move_to_early_prime,30,Placement likely underperforms; move closer to programme lead-in or break start.
2021-04-01,2021-04-01 07:04:49,Viasat History CEE,VW02733,Alexander's Lost World - Tue @ 2100,20.3,27.99,7.69,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-01,2021-04-01 07:05:19,Viasat History CEE,VW02730,Queen Victoria's Letters: A Monarch - Thurs @ 2150,16.25,27.99,11.74,1,move_to_early_prime,30,Placement likely underperforms; move closer to programme lead-in or break start.
2021-04-01,2021-04-01 07:05:49,Viasat History CEE,VW02717,Europe's Last Warrior Kings - Wed @ 2100,22.2,27.99,5.79,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-01,2021-04-01 07:06:19,Viasat History CEE,IWHIS134,Animated Ident 2 - Pushkin HD cutdown 10,0.0,25.23,25.23,1,move_to_early_prime,30,Placement likely underperforms; move closer to programme lead-in or break start.
2021-04-01,2021-04-01 07:06:29,Viasat History CEE,VWOPIN,EXPHIS/EVENT BLACK OPT-IN,15.03,25.0,9.97,1,move_to_early_prime,30,Placement likely underperforms; move closer to programme lead-in or break start.
2021-04-01,2021-04-01 07:22:21,Viasat History CEE,,Promotion,,,,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-01,2021-04-01 07:22:21,Viasat History CEE,VWOPOUT,EXPHIS/EVENT BLACK OPT-OUT,32.37,34.6,2.23,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-01,2021-04-01 07:22:22,Viasat History CEE,VW02684,Annihilation: The Destruction - Tonight @ 2250,0.0,26.55,26.55,1,move_to_early_prime,30,Placement likely underperforms; move closer to programme lead-in or break start.
2021-04-01,2021-04-01 07:22:37,Viasat History CEE,VW02733,Alexander's Lost World - Tue @ 2100,37.12,37.59,0.47,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-01,2021-04-01 07:23:07,Viasat History CEE,VW02730,Queen Victoria's Letters: A Monarch - Thurs @ 2150,36.92,37.59,0.67,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-01,2021-04-01 07:23:37,Viasat History CEE,VW02717,Europe's Last Warrior Kings - Wed @ 2100,38.42,37.59,0.0,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-01,2021-04-01 07:24:07,Viasat History CEE,IWHIS134,Animated Ident 2 - Pushkin HD cutdown 10,40.51,37.59,0.0,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-01,2021-04-01 07:24:17,Viasat History CEE,VWOPIN,EXPHIS/EVENT BLACK OPT-IN,36.24,34.6,0.0,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-01,2021-04-01 08:00:48,Viasat History CEE,,Promotion,,,,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-01,2021-04-01 08:00:48,Viasat History CEE,VWOPOUT,EXPHIS/EVENT BLACK OPT-OUT,30.19,33.0,2.81,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-01,2021-04-01 08:00:49,Viasat History CEE,VW02684,Annihilation: The Destruction - Tonight @ 2250,26.44,27.71,1.27,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-01,2021-04-01 08:01:04,Viasat History CEE,VW02733,Alexander's Lost World - Tue @ 2100,37.48,35.99,0.0,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-01,2021-04-01 08:01:34,Viasat History CEE,VW02730,Queen Victoria's Letters: A Monarch - Thurs @ 2150,32.48,35.99,3.51,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-01,2021-04-01 08:02:04,Viasat History CEE,VW02717,Europe's Last Warrior Kings - Wed @ 2100,31.29,35.99,4.7,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-01,2021-04-01 08:02:34,Viasat History CEE,IWHIS134,Animated Ident 2 - Pushkin HD cutdown 10,35.39,35.99,0.6,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-01,2021-04-01 08:02:44,Viasat History CEE,VWOPIN,EXPHIS/EVENT BLACK OPT-IN,26.71,33.0,6.29,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-01,2021-04-01 08:18:53,Viasat History CEE,,Promotion,,,,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-01,2021-04-01 08:18:53,Viasat History CEE,VWOPOUT,EXPHIS/EVENT BLACK OPT-OUT,0.0,28.64,28.64,1,move_to_early_prime,30,Placement likely underperforms; move closer to programme lead-in or break start.
2021-04-01,2021-04-01 08:18:54,Viasat History CEE,VW02684,Annihilation: The Destruction - Tonight @ 2250,29.61,26.11,0.0,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-01,2021-04-01 08:19:09,Viasat History CEE,VW02733,Alexander's Lost World - Tue @ 2100,30.96,34.39,3.43,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-01,2021-04-01 08:19:39,Viasat History CEE,VW02730,Queen Victoria's Letters: A Monarch - Thurs @ 2150,28.71,34.39,5.68,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-01,2021-04-01 08:20:09,Viasat History CEE,VW02717,Europe's Last Warrior Kings - Wed @ 2100,32.1,34.39,2.29,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-01,2021-04-01 08:20:39,Viasat History CEE,IWHIS134,Animated Ident 2 - Pushkin HD cutdown 10,31.35,34.39,3.04,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-01,2021-04-01 08:20:49,Viasat History CEE,VWOPIN,EXPHIS/EVENT BLACK OPT-IN,23.44,31.4,7.96,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-01,2021-04-01 08:36:56,Viasat History CEE,,Promotion,,,,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-01,2021-04-01 08:36:56,Viasat History CEE,VWOPOUT,EXPHIS/EVENT BLACK OPT-OUT,29.16,29.8,0.64,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-01,2021-04-01 08:36:57,Viasat History CEE,VW02684,Annihilation: The Destruction - Tonight @ 2250,16.79,24.51,7.72,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-01,2021-04-01 08:37:12,Viasat History CEE,VW02733,Alexander's Lost World - Tue @ 2100,27.57,32.79,5.22,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-01,2021-04-01 08:37:42,Viasat History CEE,VW02730,Queen Victoria's Letters: A Monarch - Thurs @ 2150,29.63,32.79,3.16,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-01,2021-04-01 08:38:12,Viasat History CEE,VW02717,Europe's Last Warrior Kings - Wed @ 2100,25.78,32.79,7.01,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-01,2021-04-01 08:38:42,Viasat History CEE,IWHIS134,Animated Ident 2 - Pushkin HD cutdown 10,32.13,32.79,0.66,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-01,2021-04-01 08:38:52,Viasat History CEE,VWOPIN,EXPHIS/EVENT BLACK OPT-IN,23.99,29.8,5.81,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-01,2021-04-01 08:50:39,Viasat History CEE,,Promotion,,,,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-01,2021-04-01 08:50:39,Viasat History CEE,VWOPOUT,EXPHIS/EVENT BLACK OPT-OUT,26.86,28.2,1.34,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-01,2021-04-01 08:50:40,Viasat History CEE,VW02684,Annihilation: The Destruction - Tonight @ 2250,15.39,22.91,7.52,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-01,2021-04-01 08:50:55,Viasat History CEE,VW02733,Alexander's Lost World - Tue @ 2100,22.52,31.19,8.67,1,move_to_early_prime,30,Placement likely underperforms; move closer to programme lead-in or break start.
2021-04-01,2021-04-01 08:51:25,Viasat History CEE,VW02730,Queen Victoria's Letters: A Monarch - Thurs @ 2150,27.53,31.19,3.66,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-01,2021-04-01 08:51:55,Viasat History CEE,VW02717,Europe's Last Warrior Kings - Wed @ 2100,23.04,31.19,8.15,1,move_to_early_prime,30,Placement likely underperforms; move closer to programme lead-in or break start.
2021-04-01,2021-04-01 08:52:25,Viasat History CEE,IWHIS134,Animated Ident 2 - Pushkin HD cutdown 10,21.22,31.19,9.97,1,move_to_early_prime,30,Placement likely underperforms; move closer to programme lead-in or break start.
2021-04-01,2021-04-01 08:52:35,Viasat History CEE,VWOPIN,EXPHIS/EVENT BLACK OPT-IN,27.33,28.2,0.87,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-01,2021-04-01 09:14:54,Viasat History CEE,,Promotion,,,,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-01,2021-04-01 09:14:54,Viasat History CEE,VWOPOUT,EXPHIS/EVENT BLACK OPT-OUT,20.18,26.6,6.42,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-01,2021-04-01 09:14:55,Viasat History CEE,VW02684,Annihilation: The Destruction - Tonight @ 2250,12.41,21.31,8.9,1,move_to_early_prime,30,Placement likely underperforms; move closer to programme lead-in or break start.
2021-04-01,2021-04-01 09:15:10,Viasat History CEE,VW02733,Alexander's Lost World - Tue @ 2100,21.52,29.59,8.07,1,move_to_early_prime,30,Placement likely underperforms; move closer to programme lead-in or break start.
2021-04-01,2021-04-01 09:15:40,Viasat History CEE,VW02730,Queen Victoria's Letters: A Monarch - Thurs @ 2150,19.51,29.59,10.08,1,move_to_early_prime,30,Placement likely underperforms; move closer to programme lead-in or break start.
2021-04-01,2021-04-01 09:16:10,Viasat History CEE,VW02717,Europe's Last Warrior Kings - Wed @ 2100,17.98,29.59,11.61,1,move_to_early_prime,30,Placement likely underperforms; move closer to programme lead-in or break start.
2021-04-01,2021-04-01 09:16:40,Viasat History CEE,IWHIS134,Animated Ident 2 - Pushkin HD cutdown 10,26.64,29.59,2.95,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-01,2021-04-01 09:16:50,Viasat History CEE,VWOPIN,EXPHIS/EVENT BLACK OPT-IN,17.81,26.6,8.79,1,move_to_early_prime,30,Placement likely underperforms; move closer to programme lead-in or break start.
2021-04-05,2021-04-05 06:00:00,Viasat History CEE,IWHIS132,Animated Ident 1 - Napoleon HD cutdown 10,17.21,28.22,11.01,1,move_to_early_prime,30,Placement likely underperforms; move closer to programme lead-in or break start.
2021-04-05,2021-04-05 06:46:09,Viasat History CEE,,Promotion,,,,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-05,2021-04-05 06:46:09,Viasat History CEE,VWOPOUT,EXPHIS/EVENT BLACK OPT-OUT,15.9,25.22,9.32,1,move_to_early_prime,30,Placement likely underperforms; move closer to programme lead-in or break start.
2021-04-05,2021-04-05 06:46:10,Viasat History CEE,VW02684,Annihilation: The Destruction - Tonight @ 2250,11.38,19.94,8.56,1,move_to_early_prime,30,Placement likely underperforms; move closer to programme lead-in or break start.
2021-04-05,2021-04-05 06:46:25,Viasat History CEE,VW02733,Alexander's Lost World - Tue @ 2100,17.24,28.22,10.98,1,move_to_early_prime,30,Placement likely underperforms; move closer to programme lead-in or break start.
2021-04-05,2021-04-05 06:46:55,Viasat History CEE,VW02730,Queen Victoria's Letters: A Monarch - Thurs @ 2150,18.83,28.22,9.39,1,move_to_early_prime,30,Placement likely underperforms; move closer to programme lead-in or break start.
2021-04-05,2021-04-05 06:47:25,Viasat History CEE,VW02717,Europe's Last Warrior Kings - Wed @ 2100,16.97,28.22,11.25,1,move_to_early_prime,30,Placement likely underperforms; move closer to programme lead-in or break start.
2021-04-05,2021-04-05 06:47:55,Viasat History CEE,IWHIS134,Animated Ident 2 - Pushkin HD cutdown 10,22.15,28.22,6.07,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-05,2021-04-05 06:48:05,Viasat History CEE,VWOPIN,EXPHIS/EVENT BLACK OPT-IN,18.51,25.22,6.71,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-05,2021-04-05 07:04:33,Viasat History CEE,,Promotion,,,,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-05,2021-04-05 07:04:33,Viasat History CEE,VWOPOUT,EXPHIS/EVENT BLACK OPT-OUT,38.83,34.82,0.0,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-05,2021-04-05 07:04:34,Viasat History CEE,VW02684,Annihilation: The Destruction - Tonight @ 2250,23.32,29.54,6.22,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-05,2021-04-05 07:04:49,Viasat History CEE,VW02733,Alexander's Lost World - Tue @ 2100,41.2,37.82,0.0,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-05,2021-04-05 07:05:19,Viasat History CEE,VW02730,Queen Victoria's Letters: A Monarch - Thurs @ 2150,41.2,37.82,0.0,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-05,2021-04-05 07:05:49,Viasat History CEE,VW02717,Europe's Last Warrior Kings - Wed @ 2100,41.12,37.82,0.0,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-05,2021-04-05 07:06:19,Viasat History CEE,IWHIS134,Animated Ident 2 - Pushkin HD cutdown 10,36.44,37.82,1.38,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-05,2021-04-05 07:06:29,Viasat History CEE,VWOPIN,EXPHIS/EVENT BLACK OPT-IN,30.28,34.82,4.54,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-05,2021-04-05 07:22:21,Viasat History CEE,,Promotion,,,,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-05,2021-04-05 07:22:21,Viasat History CEE,VWOPOUT,EXPHIS/EVENT BLACK OPT-OUT,32.0,33.22,1.22,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-05,2021-04-05 07:22:22,Viasat History CEE,VW02684,Annihilation: The Destruction - Tonight @ 2250,30.53,27.94,0.0,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-05,2021-04-05 07:22:37,Viasat History CEE,VW02733,Alexander's Lost World - Tue @ 2100,38.35,36.22,0.0,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-05,2021-04-05 07:23:07,Viasat History CEE,VW02730,Queen Victoria's Letters: A Monarch - Thurs @ 2150,39.8,36.22,0.0,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-05,2021-04-05 07:23:37,Viasat History CEE,VW02717,Europe's Last Warrior Kings - Wed @ 2100,0.0,33.46,33.46,1,move_to_early_prime,30,Placement likely underperforms; move closer to programme lead-in or break start.
2021-04-05,2021-04-05 07:24:07,Viasat History CEE,IWHIS134,Animated Ident 2 - Pushkin HD cutdown 10,41.13,36.22,0.0,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-05,2021-04-05 07:24:17,Viasat History CEE,VWOPIN,EXPHIS/EVENT BLACK OPT-IN,28.64,33.22,4.58,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-05,2021-04-05 08:00:48,Viasat History CEE,,Promotion,,,,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-05,2021-04-05 08:00:48,Viasat History CEE,VWOPOUT,EXPHIS/EVENT BLACK OPT-OUT,28.03,31.62,3.59,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-05,2021-04-05 08:00:49,Viasat History CEE,VW02684,Annihilation: The Destruction - Tonight @ 2250,25.97,26.34,0.37,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-05,2021-04-05 08:01:04,Viasat History CEE,VW02733,Alexander's Lost World - Tue @ 2100,36.17,34.62,0.0,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-05,2021-04-05 08:01:34,Viasat History CEE,VW02730,Queen Victoria's Letters: A Monarch - Thurs @ 2150,33.88,34.62,0.74,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-05,2021-04-05 08:02:04,Viasat History CEE,VW02717,Europe's Last Warrior Kings - Wed @ 2100,32.74,34.62,1.88,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-05,2021-04-05 08:02:34,Viasat History CEE,IWHIS134,Animated Ident 2 - Pushkin HD cutdown 10,31.18,34.62,3.44,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-05,2021-04-05 08:02:44,Viasat History CEE,VWOPIN,EXPHIS/EVENT BLACK OPT-IN,32.11,31.62,0.0,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-05,2021-04-05 08:18:53,Viasat History CEE,,Promotion,,,,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-05,2021-04-05 08:18:53,Viasat History CEE,VWOPOUT,EXPHIS/EVENT BLACK OPT-OUT,29.56,30.02,0.46,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-05,2021-04-05 08:18:54,Viasat History CEE,VW02684,Annihilation: The Destruction - Tonight @ 2250,25.47,24.74,0.0,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-05,2021-04-05 08:19:09,Viasat History CEE,VW02733,Alexander's Lost World - Tue @ 2100,30.22,33.02,2.8,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-05,2021-04-05 08:19:39,Viasat History CEE,VW02730,Queen Victoria's Letters: A Monarch - Thurs @ 2150,30.36,33.02,2.66,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-05,2021-04-05 08:20:09,Viasat History CEE,VW02717,Europe's Last Warrior Kings - Wed @ 2100,29.34,33.02,3.68,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-05,2021-04-05 08:20:39,Viasat History CEE,IWHIS134,Animated Ident 2 - Pushkin HD cutdown 10,27.88,33.02,5.14,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-05,2021-04-05 08:20:49,Viasat History CEE,VWOPIN,EXPHIS/EVENT BLACK OPT-IN,24.75,30.02,5.27,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-05,2021-04-05 08:36:56,Viasat History CEE,,Promotion,,,,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-05,2021-04-05 08:36:56,Viasat History CEE,VWOPOUT,EXPHIS/EVENT BLACK OPT-OUT,23.22,28.42,5.2,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-05,2021-04-05 08:36:57,Viasat History CEE,VW02684,Annihilation: The Destruction - Tonight @ 2250,14.95,23.14,8.19,1,move_to_early_prime,30,Placement likely underperforms; move closer to programme lead-in or break start.
2021-04-05,2021-04-05 08:37:12,Viasat History CEE,VW02733,Alexander's Lost World - Tue @ 2100,24.41,31.42,7.01,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-05,2021-04-05 08:37:42,Viasat History CEE,VW02730,Queen Victoria's Letters: A Monarch - Thurs @ 2150,27.22,31.42,4.2,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-05,2021-04-05 08:38:12,Viasat History CEE,VW02717,Europe's Last Warrior Kings - Wed @ 2100,0.0,28.66,28.66,1,move_to_early_prime,30,Placement likely underperforms; move closer to programme lead-in or break start.
2021-04-05,2021-04-05 08:38:42,Viasat History CEE,IWHIS134,Animated Ident 2 - Pushkin HD cutdown 10,24.38,31.42,7.04,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-05,2021-04-05 08:38:52,Viasat History CEE,VWOPIN,EXPHIS/EVENT BLACK OPT-IN,15.16,28.42,13.26,1,move_to_early_prime,30,Placement likely underperforms; move closer to programme lead-in or break start.
2021-04-05,2021-04-05 08:50:39,Viasat History CEE,,Promotion,,,,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-05,2021-04-05 08:50:39,Viasat History CEE,VWOPOUT,EXPHIS/EVENT BLACK OPT-OUT,18.47,26.82,8.35,1,move_to_early_prime,30,Placement likely underperforms; move closer to programme lead-in or break start.
2021-04-05,2021-04-05 08:50:40,Viasat History CEE,VW02684,Annihilation: The Destruction - Tonight @ 2250,10.42,21.54,11.12,1,move_to_early_prime,30,Placement likely underperforms; move closer to programme lead-in or break start.
2021-04-05,2021-04-05 08:50:55,Viasat History CEE,VW02733,Alexander's Lost World - Tue @ 2100,19.61,29.82,10.21,1,move_to_early_prime,30,Placement likely underperforms; move closer to programme lead-in or break start.
2021-04-05,2021-04-05 08:51:25,Viasat History CEE,VW02730,Queen Victoria's Letters: A Monarch - Thurs @ 2150,25.94,29.82,3.88,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-05,2021-04-05 08:51:55,Viasat History CEE,VW02717,Europe's Last Warrior Kings - Wed @ 2100,24.18,29.82,5.64,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-05,2021-04-05 08:52:25,Viasat History CEE,IWHIS134,Animated Ident 2 - Pushkin HD cutdown 10,24.98,29.82,4.84,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-05,2021-04-05 08:52:35,Viasat History CEE,VWOPIN,EXPHIS/EVENT BLACK OPT-IN,22.49,26.82,4.33,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-05,2021-04-05 09:14:54,Viasat History CEE,,Promotion,,,,0,keep,0,Current placement is acceptable relative to contextual signals.
2021-04-05,2021-04-05 09:14:54,Viasat History CEE,VWOPOUT,EXPHIS/EVENT BLACK OPT-OUT,13.43,25.22,11.79,1,move_to_early_prime,30,Placement likely underperforms; move closer to programme lead-in or break start.
2021-04-05,2021-04-05 09:14:55,Viasat History CEE,VW02684,Annihilation: The Destruction - Tonight @ 2250,0.0,17.18,17.18,1,move_to_early_prime,30,Placement likely underperforms; move closer to programme lead-in or break start.
2021-04-05,2021-04-05 09:15:10,Viasat History CEE,VW02733,Alexander's Lost World - Tue @ 2100,0.0,25.46,25.46,1,move_to_early_prime,30,Placement likely underperforms; move closer to programme lead-in or break start.
